Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,LoanApproved
39,602,Employed,High School,19,26942,48,Single,0,Rent,253,0.2395633212878169,3,2,0,Education,0,27,4,1704,576,76211,9924,7744.166666666667,0.702273750797126,3,0
44,589,Self-Employed,Master,23,11515,120,Single,0,Rent,305,0.0790822582076612,3,5,0,Other,0,18,1,838,279,117465,17561,4065.25,0.7337376689756547,6,0
65,589,Unemployed,Master,43,23330,60,Divorced,0,Mortgage,505,0.1239123027036522,3,2,0,Other,1,20,9,742,833,22921,36735,13046.916666666666,0.7877731316519044,5,1
21,557,Employed,High School,2,17457,48,Married,1,Mortgage,528,0.158670839854909,3,0,0,Home,0,23,24,345,353,89826,4457,4436.666666666667,0.4458577093361173,6,0
53,521,Employed,Bachelor,29,29356,24,Married,2,Other,408,0.1680092361579829,3,1,0,Education,1,24,11,14320,1498,275666,7813,5487.75,0.8425475723150432,6,0
51,641,Self-Employed,Associate,30,24809,36,Single,0,Mortgage,287,0.3079951544456285,3,1,0,Debt Consolidation,0,24,19,6633,5492,29410,22668,4396.166666666667,0.7438151043795801,8,0
30,628,Employed,Master,10,44341,60,Married,0,Mortgage,306,0.3105082794538576,1,2,1,Debt Consolidation,0,26,13,1986,1213,109589,9516,3978.9166666666665,0.7787666225028694,7,0
42,532,Employed,High School,22,45412,48,Married,2,Mortgage,386,0.450733134712094,7,0,0,Home,0,19,8,1444,5583,87382,6008,2762.833333333333,0.6618517027309635,7,0
34,580,Unemployed,Associate,7,14141,84,Single,1,Mortgage,351,0.2347933819920177,2,1,0,Home,0,18,5,975,4143,18929,82509,3945.5833333333335,0.7847945857798324,7,0
42,587,Unemployed,Bachelor,23,23130,12,Single,0,Rent,233,0.3683277723668995,4,1,0,Debt Consolidation,0,18,4,5656,639,43212,30462,4749.333333333333,0.7133603877114251,4,0
58,565,Self-Employed,Bachelor,35,44724,48,Single,1,Mortgage,213,0.332519959534625,2,2,1,Debt Consolidation,0,27,2,1053,602,108766,152536,3933.4166666666665,0.866805662045197,3,0
47,607,Employed,Doctorate,26,12377,48,Married,1,Mortgage,250,0.2055970675703876,3,0,0,Home,0,23,2,11650,372,66323,55146,1796.3333333333333,0.8596370238482764,7,0
46,644,Employed,Doctorate,24,17093,36,Married,1,Rent,303,0.1909073169871319,2,0,0,Home,0,14,21,2077,428,94289,18098,4123.5,0.7215543529394883,3,1
34,492,Employed,High School,10,32479,48,Single,2,Own,145,0.2292005777568559,2,2,0,Education,0,30,4,3037,4968,10252,6332,1816.9166666666667,0.8383460109378078,4,0
22,528,Unemployed,High School,0,9668,48,Married,1,Other,300,0.239367587687274,2,1,0,Home,0,17,5,4199,157,74950,16167,1527.0833333333333,0.8631714038515306,1,0
37,617,Employed,High School,16,22435,84,Single,1,Own,390,0.1516594705751398,5,0,0,Debt Consolidation,0,20,25,1198,750,141943,27182,2215.5,0.7830071606576269,9,0
54,623,Employed,Associate,34,20282,60,Single,3,Rent,275,0.268571275805371,2,1,0,Home,0,34,26,1691,289,70655,15210,6642.083333333333,0.6564406511681468,9,1
21,523,Employed,Bachelor,0,34271,60,Single,2,Own,99,0.1272295076321875,4,0,0,Debt Consolidation,0,26,28,4884,2175,15235,1745,2071.1666666666665,0.8391887395194896,5,0
27,534,Employed,Associate,3,11928,48,Single,2,Other,746,0.3074413152543851,2,0,0,Debt Consolidation,0,39,7,8875,2282,41538,30216,1805.0833333333333,0.8904622129716642,2,0
41,561,Employed,High School,19,46898,36,Married,2,Mortgage,231,0.1007801890600826,4,3,0,Debt Consolidation,1,26,25,7523,185,100494,32729,4786.333333333333,0.9280671689538356,4,0
28,570,Employed,High School,5,23488,60,Single,1,Mortgage,363,0.3713023421389569,3,1,0,Education,0,16,6,647,1417,82615,5085,2227.6666666666665,0.8884182717344011,3,0
30,584,Employed,High School,8,34080,120,Divorced,4,Rent,621,0.146165730452612,5,0,0,Education,0,22,29,1826,3397,24884,2086,1695.0833333333333,0.3978999580449293,3,0
34,614,Employed,Bachelor,13,19079,60,Married,3,Mortgage,409,0.3658190943513638,2,3,0,Home,0,33,26,5153,949,46855,21013,5879.583333333333,0.9162303712518504,8,0
23,536,Employed,Bachelor,0,9156,60,Single,0,Rent,306,0.1523778651959884,6,2,0,Home,0,33,11,2024,7519,28260,12352,3334.1666666666665,0.8850827105757513,9,0
28,535,Employed,Associate,4,41024,72,Divorced,1,Mortgage,604,0.5647693152563821,1,0,0,Home,0,22,29,17155,3449,25935,87503,3375.75,0.8703260946803651,6,0
48,574,Self-Employed,High School,25,30275,12,Married,1,Rent,399,0.1543623373946946,4,0,0,Debt Consolidation,0,21,27,4668,474,62181,66178,3799.75,0.8514344969147813,6,0
24,592,Self-Employed,Bachelor,0,10761,48,Married,5,Mortgage,199,0.4501789770443018,4,0,0,Home,0,21,26,1885,4676,20849,8935,4568.5,0.6375024130946289,4,1
20,533,Employed,Master,0,18184,60,Married,2,Rent,241,0.161643619317336,0,2,0,Auto,0,20,12,2922,1550,51420,56279,6251.25,0.9275935467401872,3,0
32,560,Employed,High School,6,28653,24,Divorced,0,Own,291,0.5461036263116249,2,2,0,Education,0,21,26,8780,1206,44954,9133,2972.75,0.6298390428960773,6,0
48,523,Employed,Associate,26,46965,108,Married,0,Mortgage,889,0.1739616975994635,2,0,0,Auto,0,20,12,2099,211,55969,19642,1952.5,0.8440470510729404,3,0
37,591,Employed,High School,15,38042,60,Married,5,Rent,343,0.3083856724174754,7,2,0,Education,0,19,4,11797,4319,249560,94442,4244.916666666667,0.6830720702920245,4,0
34,558,Employed,High School,14,17255,96,Married,2,Own,288,0.4021307552627239,2,1,0,Debt Consolidation,0,25,29,1728,1531,120684,36068,3138.9166666666665,0.957797129129318,6,0
40,605,Employed,Bachelor,18,22948,72,Married,4,Mortgage,418,0.247802720231664,4,1,0,Auto,0,24,27,1146,1986,486523,30084,7555.416666666667,0.8719188215190622,6,1
19,566,Employed,Associate,0,15966,120,Married,0,Other,342,0.2884170865997355,3,1,0,Home,1,16,24,2343,654,168477,15379,1837.4166666666667,0.7273909701438503,6,0
45,563,Employed,Bachelor,21,17554,48,Single,1,Own,196,0.1170650810689044,5,3,0,Debt Consolidation,0,28,25,1768,981,188019,3936,3639.4166666666665,0.7808093770436239,7,0
44,574,Unemployed,Master,18,25098,72,Single,2,Own,430,0.3758630584704312,6,2,0,Other,0,21,7,1622,5843,37919,10311,1867.4166666666667,0.9438798034643754,3,0
35,594,Employed,Bachelor,11,46808,36,Married,1,Other,260,0.1719311034701949,1,1,0,Debt Consolidation,0,25,12,21692,1983,23675,50206,6079.083333333333,0.8130231043655353,4,0
52,630,Employed,Associate,29,6628,12,Widowed,0,Mortgage,338,0.1597063114990395,4,1,0,Debt Consolidation,0,27,2,414,1417,34089,4788,7992.833333333333,0.5907258175077849,8,1
26,564,Employed,Associate,4,15568,24,Married,2,Mortgage,396,0.1139069952680162,2,2,0,Auto,0,27,23,6834,2083,76160,16761,2934.5,0.8018393886967464,8,0
53,560,Employed,High School,32,28869,60,Single,2,Mortgage,222,0.6960106184279294,3,1,0,Auto,0,28,10,939,1043,70202,8089,2822.6666666666665,0.9447487643238204,2,0
41,637,Employed,Bachelor,17,59192,96,Married,0,Mortgage,402,0.5327939473389156,2,2,0,Home,0,19,22,8281,771,77513,8078,2961.9166666666665,0.965124275361536,8,0
35,533,Employed,High School,11,11901,48,Married,1,Own,680,0.4437611366961267,1,2,0,Education,1,26,4,663,2369,41116,10415,1896.75,0.8467765975551524,3,0
39,578,Employed,High School,19,15283,96,Single,0,Rent,584,0.1655711276006806,1,1,0,Auto,0,30,7,4097,3839,94741,27247,5756.416666666667,0.9316728858400452,2,0
38,492,Employed,High School,14,11501,36,Divorced,3,Mortgage,287,0.276722674663184,3,0,0,Other,0,34,22,1385,437,58177,26639,2400.083333333333,0.7680326999396236,4,0
54,521,Employed,High School,30,11636,48,Married,3,Mortgage,547,0.2837086223835677,2,1,0,Home,0,24,19,988,148,95046,45675,4359.916666666667,0.7021023743712453,4,0
27,464,Employed,Bachelor,7,7620,60,Married,1,Mortgage,628,0.5155618926566413,2,0,0,Debt Consolidation,0,19,12,1338,2589,49284,104733,4291.333333333333,0.8766073498366269,9,0
30,498,Unemployed,Master,6,7449,48,Divorced,1,Mortgage,452,0.4554208023647529,3,2,0,Debt Consolidation,0,15,21,4243,1148,53746,27125,4972.666666666667,0.7892236646356258,7,0
52,650,Employed,Doctorate,32,7415,24,Divorced,2,Mortgage,163,0.1572844714311494,3,1,0,Education,0,30,1,2270,937,17247,18753,4771.166666666667,0.5715237878017194,9,1
32,474,Employed,Bachelor,14,32837,36,Divorced,2,Own,283,0.3515864387480519,5,1,0,Home,0,35,2,3141,317,14783,18083,8042.833333333333,0.9094132729321884,6,0
50,587,Employed,High School,28,21626,36,Single,3,Mortgage,272,0.0325268743346091,4,0,0,Debt Consolidation,0,21,4,1612,2424,154574,19780,13189.166666666666,0.7537908881245006,6,1
60,577,Employed,High School,37,11903,36,Married,0,Rent,750,0.5831056202325953,3,2,0,Debt Consolidation,0,26,6,7868,661,96771,12083,1588.3333333333333,0.8633619458158828,6,0
35,548,Employed,High School,13,19830,60,Married,2,Mortgage,257,0.1859009858602866,4,2,0,Education,0,24,22,1796,491,147143,16081,3434.0,0.827269427403555,8,0
48,564,Employed,High School,20,35496,36,Single,4,Mortgage,203,0.1104952976850545,3,1,0,Home,0,13,25,3650,1818,83052,2575,3743.25,0.9320809320475042,4,0
26,513,Employed,Bachelor,3,80507,36,Married,2,Mortgage,587,0.5216571985858567,2,0,0,Other,0,21,9,6230,2570,110663,12064,2638.5,0.9828095167545732,7,0
49,591,Employed,Master,26,24732,36,Single,3,Rent,312,0.4131175602207366,2,1,0,Home,0,23,20,3316,1291,73191,14695,6615.333333333333,0.5874288746683517,4,1
42,607,Employed,Bachelor,19,18957,84,Married,4,Mortgage,212,0.1089156562534241,4,1,0,Debt Consolidation,0,32,16,6880,1008,47866,13240,8182.0,0.7976402403983252,3,1
45,648,Employed,Master,23,9333,36,Divorced,0,Own,468,0.2927979339500229,7,1,0,Home,0,29,10,4220,1339,383084,18662,1446.4166666666667,0.6510627462121595,6,1
32,563,Employed,Bachelor,8,14290,60,Single,3,Rent,272,0.5289601800485889,1,2,0,Auto,1,24,1,6693,1752,148300,156361,1250.0,0.8732155694100011,5,0
20,537,Employed,Associate,0,24475,48,Single,0,Mortgage,295,0.6113131507093362,9,3,0,Home,1,32,4,6978,535,52201,5258,8759.333333333334,0.8554534983664455,5,0
46,663,Employed,Master,23,7750,60,Married,3,Mortgage,448,0.3057883929583147,5,1,0,Auto,0,16,5,3551,1502,25339,14971,5107.166666666667,0.7700996734263496,4,1
18,460,Unemployed,Bachelor,0,15087,60,Single,2,Own,555,0.2982118905516832,2,2,0,Debt Consolidation,0,26,3,349,5156,68587,6159,3798.5833333333335,0.9488500389603076,4,0
36,490,Employed,Associate,17,18114,24,Married,2,Rent,352,0.1763223273156844,3,1,0,Debt Consolidation,0,22,2,3232,2019,475791,14165,1815.5833333333333,0.8962005856321049,3,0
51,601,Employed,Associate,30,27403,60,Single,2,Mortgage,361,0.5396881318876078,4,1,0,Debt Consolidation,0,14,25,5489,465,20891,23596,4390.583333333333,0.5993200542824734,6,0
42,564,Employed,High School,19,22334,60,Married,0,Mortgage,260,0.6656139800269097,2,3,0,Education,0,18,17,445,1433,32810,31652,7501.0,0.9007390747104104,4,0
63,665,Unemployed,Master,41,19659,48,Divorced,0,Rent,584,0.6133291347361912,2,0,0,Debt Consolidation,0,16,23,3398,880,68201,32568,8934.75,0.890801942703074,10,1
52,510,Employed,High School,29,24180,96,Single,1,Other,244,0.2119797962150411,3,1,0,Other,0,30,12,10758,4605,22237,20606,4425.333333333333,0.6900949346107568,6,0
32,571,Employed,Bachelor,10,25550,60,Married,3,Mortgage,687,0.3396586476223687,7,5,0,Debt Consolidation,0,20,3,7077,6258,59152,12021,1468.8333333333333,0.5341000066231392,3,0
40,606,Employed,Bachelor,17,16055,36,Married,1,Own,503,0.2183313658203487,4,1,0,Debt Consolidation,0,23,11,15888,255,210392,12300,6976.25,0.785459329500234,5,1
39,640,Employed,Bachelor,18,39070,48,Married,3,Rent,573,0.2835707925403208,0,2,0,Auto,0,26,12,1191,1653,53396,24303,4717.5,0.9170504717046648,4,0
21,530,Employed,High School,0,11585,24,Single,0,Mortgage,463,0.334639149912247,2,1,0,Debt Consolidation,0,22,4,7611,488,107104,8975,2151.333333333333,0.9524006783624196,3,0
28,430,Employed,High School,7,17940,12,Divorced,0,Mortgage,242,0.4112771472421616,3,2,0,Auto,0,29,14,7129,1722,373439,51027,4571.333333333333,0.8489150194321715,5,1
33,636,Employed,Bachelor,14,9158,36,Divorced,0,Rent,246,0.0688500157817528,2,0,0,Home,0,25,9,2611,4812,52487,76740,2500.9166666666665,0.9742720388750622,7,0
18,580,Employed,Associate,0,30843,36,Married,0,Rent,572,0.3010114596772887,0,0,0,Debt Consolidation,0,22,19,2498,1373,103548,32596,4088.75,0.6649710877379745,7,0
40,592,Unemployed,High School,14,13507,48,Divorced,2,Own,543,0.5820294810240322,4,0,0,Debt Consolidation,0,17,24,3396,166,44902,12274,7052.666666666667,0.906211565426878,8,1
37,575,Employed,Doctorate,17,14177,60,Single,1,Rent,600,0.1072555278302549,2,1,0,Debt Consolidation,0,24,3,1602,486,89233,18369,6413.083333333333,0.880138907182605,11,1
19,605,Employed,Bachelor,0,15298,48,Divorced,3,Rent,195,0.4193653580528926,7,1,0,Debt Consolidation,0,21,4,8450,871,120974,185491,3022.833333333333,0.8424785820439901,5,0
44,537,Employed,Bachelor,20,41767,36,Widowed,1,Mortgage,653,0.4361286524356525,3,1,0,Auto,0,18,20,2066,464,95828,10067,3058.6666666666665,0.927093159686976,4,0
48,549,Employed,Bachelor,21,52058,48,Single,0,Rent,310,0.1529356353622306,5,4,0,Home,0,30,2,6092,466,94032,37304,6640.416666666667,0.6035888380211053,5,0
42,591,Employed,High School,20,30299,36,Married,4,Own,399,0.4320395711204013,7,0,0,Auto,0,25,5,713,917,210362,75808,2631.5,0.6699124407160779,8,0
36,605,Self-Employed,Doctorate,15,21725,24,Married,2,Own,442,0.0294703973650459,1,1,0,Home,0,25,8,3909,661,88435,4569,20846.08333333333,0.8452195327004339,1,1
47,639,Employed,Doctorate,27,12343,72,Single,1,Rent,483,0.4474605218263359,2,0,0,Debt Consolidation,0,31,28,2760,595,15073,23764,2232.1666666666665,0.777128642928392,6,0
48,626,Employed,Bachelor,23,35826,48,Married,0,Own,268,0.5698397105174575,2,0,0,Debt Consolidation,0,33,17,944,1104,158173,7676,4047.6666666666665,0.6390854525935175,4,0
43,637,Employed,Bachelor,22,41434,48,Married,0,Other,353,0.2403884300341988,1,0,0,Other,0,25,20,3667,6100,36521,3716,5423.166666666667,0.9289148480258044,8,0
30,584,Employed,Bachelor,8,10672,48,Divorced,0,Rent,136,0.7657462226167481,4,0,0,Auto,0,30,27,7754,1250,22396,8596,4548.166666666667,0.7899681986260585,7,1
43,643,Employed,Bachelor,24,22940,60,Single,2,Own,244,0.3163985456872565,3,1,0,Other,0,17,4,1168,3753,155792,4898,3151.333333333333,0.8182583137444585,5,0
54,547,Employed,Associate,30,43888,60,Married,0,Own,345,0.513476263403916,4,0,0,Auto,0,35,17,2125,3079,43005,58084,8306.583333333334,0.935739701205845,5,0
32,628,Employed,Bachelor,7,13880,72,Married,2,Own,308,0.0716536419512302,2,1,0,Auto,0,21,23,6525,430,89584,8332,6859.75,0.6771481852738911,4,1
65,568,Employed,High School,41,15653,72,Widowed,0,Rent,1356,0.1727953431986692,4,1,0,Debt Consolidation,0,28,20,1648,499,34742,3122,6718.666666666667,0.7344519982531008,3,0
33,545,Employed,Associate,14,21877,96,Married,2,Own,272,0.4287077969885526,5,2,0,Home,1,18,20,4406,8777,27872,56928,2278.25,0.7721211262290358,2,0
40,587,Employed,Associate,16,11108,72,Married,1,Rent,181,0.5083439987652816,6,0,0,Home,0,24,11,2137,3032,168426,19163,2722.583333333333,0.7295635279734402,10,0
31,613,Employed,High School,12,12697,12,Married,0,Mortgage,496,0.2100954697967476,2,3,0,Debt Consolidation,0,26,2,1268,1416,11334,20288,5447.666666666667,0.7476307752679703,7,0
42,635,Employed,Bachelor,19,12067,60,Single,3,Rent,345,0.3148669555069946,4,1,0,Auto,0,25,19,4052,387,123801,51085,2783.083333333333,0.7687410337626129,9,0
19,499,Employed,Associate,0,18685,48,Single,3,Own,151,0.0519347505311024,4,2,0,Auto,0,22,7,6091,791,64554,15169,5129.916666666667,0.7909934898988931,2,0
33,594,Employed,Bachelor,10,37800,120,Married,4,Rent,311,0.0326003218774959,0,3,0,Other,0,12,18,14074,1445,15519,7809,3529.083333333333,0.869605679086941,3,0
26,440,Employed,High School,2,11011,12,Single,0,Rent,322,0.3881247010532148,1,3,0,Home,0,19,23,1573,6303,153753,10414,6041.25,0.9610357695984014,4,1
41,552,Employed,Associate,19,12448,60,Single,0,Own,154,0.4946813972794563,3,1,0,Other,0,14,2,3607,1887,106524,27954,2971.25,0.8932570039260315,6,0
51,506,Employed,Bachelor,32,32528,48,Married,1,Mortgage,355,0.6059787988524109,6,0,0,Other,0,15,19,394,542,154152,7417,15052.916666666666,0.6600372534673157,4,1
47,567,Employed,Associate,23,18286,60,Married,1,Mortgage,234,0.0971846193512141,1,2,0,Debt Consolidation,0,26,22,3350,550,25585,22277,5421.5,0.9497804290229496,4,0
18,553,Unemployed,Bachelor,0,50497,36,Divorced,2,Other,751,0.4474140116400965,5,0,0,Home,0,19,27,8155,1767,19421,12863,4946.416666666667,0.7585206247233222,5,0
64,647,Employed,Bachelor,43,21282,48,Married,0,Mortgage,385,0.2448861464045588,3,1,0,Education,0,27,23,6853,3957,13370,32016,3398.4166666666665,0.685198869235594,4,0
43,561,Employed,Associate,24,9616,84,Married,0,Rent,1448,0.1614352843300157,4,3,0,Other,0,36,16,1921,561,2973,17381,4699.666666666667,0.9687271429458724,6,0
30,620,Employed,Associate,4,37007,84,Married,4,Mortgage,653,0.5409546244167139,3,0,0,Debt Consolidation,0,21,9,5116,1033,90405,14384,2726.25,0.7896124146420328,9,0
41,530,Employed,High School,16,32001,36,Divorced,3,Own,614,0.1446586669409066,4,1,0,Education,0,27,5,1032,369,17562,25545,1366.25,0.9636385676549712,4,0
42,550,Self-Employed,Bachelor,18,31647,48,Married,1,Mortgage,272,0.3649967214073947,5,3,0,Home,0,27,8,1174,4604,85429,27842,4593.833333333333,0.9049207275343524,1,0
31,516,Employed,Bachelor,10,8437,12,Single,0,Rent,432,0.2187387923824559,3,1,0,Auto,0,19,20,2141,6816,105315,14801,9750.333333333334,0.9260963284487704,2,1
42,530,Self-Employed,Bachelor,24,30264,72,Single,0,Rent,583,0.1814660287254354,3,2,0,Debt Consolidation,0,30,14,4256,460,20078,5869,4169.25,0.9181239231449072,4,0
32,605,Employed,High School,8,17566,36,Divorced,4,Rent,450,0.3035559570747301,2,2,0,Auto,0,17,3,1544,2112,39252,24947,2640.75,0.8757252756037702,7,0
35,524,Employed,High School,12,44490,120,Divorced,1,Mortgage,905,0.0301142572553585,3,0,0,Debt Consolidation,0,23,15,1410,187,106100,19837,2804.6666666666665,0.915168856809018,4,0
31,547,Employed,High School,9,15194,60,Married,5,Mortgage,461,0.0921027007408158,2,2,0,Debt Consolidation,0,29,10,5892,1477,33375,11670,11847.75,0.9410996404828502,4,1
22,601,Employed,High School,0,22588,60,Single,1,Rent,624,0.2554555270080658,5,1,0,Education,0,27,16,2580,283,74142,2005,4730.75,0.7700034382964025,5,0
41,586,Employed,Associate,17,17013,48,Divorced,0,Other,319,0.1701553424564737,2,2,0,Debt Consolidation,0,23,19,5759,1713,89507,20780,1677.9166666666667,0.9701670023376588,3,0
47,542,Self-Employed,High School,24,16020,60,Married,0,Own,325,0.1387742169753864,3,2,0,Other,0,23,20,1815,840,11427,42195,3056.583333333333,0.8662667859284257,3,0
46,439,Employed,Bachelor,23,10669,24,Single,0,Rent,368,0.1470788534128506,2,5,0,Education,1,20,8,2134,156,98457,28903,3438.9166666666665,0.9677758255411432,4,0
49,566,Employed,Doctorate,26,22033,48,Single,5,Rent,223,0.510541870118817,1,0,1,Home,0,19,6,2771,5819,185292,70788,3386.833333333333,0.4963354044108121,4,0
43,472,Employed,High School,19,15300,84,Divorced,1,Mortgage,201,0.184490629401005,1,1,0,Debt Consolidation,0,20,9,9994,834,10828,67155,2997.75,0.896411404865679,6,0
33,523,Employed,Master,12,91275,84,Single,3,Other,579,0.231134149995531,2,2,0,Debt Consolidation,0,22,1,1929,619,61722,111783,2917.5,0.9257768815868604,7,0
50,564,Employed,Bachelor,27,9660,60,Divorced,0,Rent,719,0.267774892324818,4,1,0,Auto,1,24,27,1492,1463,7972,48911,3074.6666666666665,0.4489442393154113,3,0
23,547,Employed,Master,2,59905,72,Married,1,Mortgage,499,0.1419029367468899,6,2,0,Home,1,17,22,703,2157,11965,27975,3912.8333333333335,0.7888257662092912,5,0
29,593,Employed,High School,4,18521,72,Divorced,0,Other,574,0.0373287830619241,2,3,0,Auto,0,20,2,5876,1002,134611,19650,1250.0,0.482386337408733,6,0
28,457,Employed,Master,4,34219,60,Married,1,Rent,554,0.2912251758053258,2,0,0,Home,1,31,26,4024,3736,37389,42950,1250.0,0.8126710257621729,5,0
52,663,Employed,Doctorate,31,11949,72,Single,3,Rent,477,0.4014298897990639,3,1,0,Education,0,34,12,1067,5000,28522,66855,11670.333333333334,0.7092181177326335,6,1
51,666,Employed,Master,28,25835,12,Married,1,Own,173,0.4265677001067023,2,3,0,Home,0,25,25,590,612,12968,41913,9453.416666666666,0.9035638446113904,2,1
45,614,Self-Employed,Bachelor,24,21715,60,Single,0,Rent,667,0.3025756776599227,1,3,0,Home,1,22,19,12158,857,13015,35028,6273.583333333333,0.9158435727072362,5,0
52,535,Employed,High School,26,20899,60,Married,3,Mortgage,286,0.4319637965824407,4,1,1,Home,0,24,24,9064,583,230157,20871,4062.9166666666665,0.7336580362157452,6,0
29,470,Employed,High School,3,121126,60,Single,3,Own,642,0.2024995815028246,3,1,0,Debt Consolidation,0,26,5,2448,432,43684,115779,2901.583333333333,0.9382298164781364,6,0
44,615,Employed,Master,20,28862,48,Married,1,Rent,413,0.1040038462981185,7,2,0,Education,0,35,11,5597,1104,75817,25755,25000.0,0.7438022333457369,3,1
38,495,Employed,High School,12,20597,72,Divorced,2,Mortgage,525,0.1305304131096525,4,0,0,Auto,0,22,11,7631,781,313052,93905,3861.75,0.6351366633997251,3,0
